Ensembl;Gene_symbol;Chromosome;Start position;End position
ENST00000351193;NMD3;3;161221290;161252307
ENST00000351677;PTPN11;12;112418914;112509913
ENST00000351698;TOR1A;9;129812944;129824134
ENST00000351842;USP4;3;49277831;49340033
ENST00000352397;CYB5R3;22;42618808;42649568
ENST00000352456;HNRNPUL1;19;41262496;41307598
ENST00000352957;MRPL39;21;25585656;25607517
ENST00000352983;RPL7;8;73290639;73293898
ENST00000353047;CTSB;8;11842524;11868229
ENST00000353107;POLR2K;8;100150584;100154002
ENST00000353258;GDE1;16;19501689;19522145
ENST00000353341;HNRNPD;4;82353829;82373986
ENST00000353487;SPPL3;12;120762510;120904371
ENST00000353555;BSG;19;572578;583493
ENST00000353703;YWHAB;20;44885676;44908532
ENST00000353704;CREB3;9;35732335;35737004
ENST00000353999;EIF4H;7;74174356;74197096
ENST00000354171;GPX4;19;1103937;1106790
ENST00000354200;TBC1D20;20;435480;462553
ENST00000354293;AP2A1;19;49766968;49807112
ENST00000354300;PPTC7;12;110533245;110583320
ENST00000354336;CRKL;22;20917426;20953749
ENST00000354488;DDRGK1;20;3190350;3204685
ENST00000354618;THRAP3;1;36224416;36305357
ENST00000354667;HNRNPA2B1;7;26189927;26200746
ENST00000354725;SND1;7;127652180;128092607
ENST00000354775;ALDH9A1;1;165662216;165698863
ENST00000354811;RPL15;3;23917705;23919551
ENST00000354858;AK2;1;33013044;33036992
ENST00000354884;SLC39A13;11;47408631;47416496
ENST00000354910;ANAPC13;3;134477708;134486026
ENST00000355072;HTT;4;3074681;3243960
ENST00000355091;GPAA1;8;144082610;144086216
ENST00000355238;SYNCRIP;6;85608329;85642991
ENST00000355264;AP3M1;10;74120255;74151063
ENST00000355296;DNAJA3;16;4425860;4456775
ENST00000355528;TBCD;17;82752064;82945922
ENST00000355619;FBXL3;13;77005254;77027150
ENST00000355621;UBE2H;7;129830732;129952949
ENST00000355653;VAT1;17;43014605;43022418
ENST00000355673;MBD6;12;57522744;57530148
ENST00000355683;STRN3;14;30893799;31026401
ENST00000355693;COA4;11;73872667;73876988
ENST00000355749;NDUFA5;7;123541029;123558255
ENST00000355801;COMMD6;13;75526436;75537841
ENST00000355904;GTF2E2;8;30578318;30658251
ENST00000355937;PRELID3B;20;59033145;59042909
ENST00000355968;PPIA;7;44796681;44801631
ENST00000356091;NPEPL1;20;58692613;58715844
ENST00000356126;PSMD12;17;67337916;67366627
ENST00000356205;SLC39A1;1;153959099;153963572
ENST00000356221;CDC16;13;114234977;114272675
ENST00000356244;RANGAP1;22;41245611;41286251
ENST00000356286;RBCK1;20;408053;430966
ENST00000356401;ARIH2;3;48918821;48986382
ENST00000356413;IGBP1;X;70133463;70166324
ENST00000356493;STOML2;9;35099891;35103157
ENST00000356508;PLD3;19;40348700;40378483
ENST00000356554;MAN1A2;1;117367449;117528872
ENST00000356634;KDM1A;1;23019448;23083689
ENST00000356654;ATN1;12;6924463;6942321
ENST00000356663;TMEM259;19;1009648;1021179
ENST00000356674;HNRNPA2B1;7;26191844;26200746
ENST00000356770;PBRM1;3;52545352;52679714
ENST00000357066;MOB3A;19;2071038;2096332
ENST00000357067;DCTD;4;182890104;182917379
ENST00000357103;ADIPOR2;12;1691027;1788678
ENST00000357156;DYNLRB1;20;34516409;34540958
ENST00000357214;SFPQ;1;35182932;35193148
ENST00000357235;CDC42SE1;1;151050973;151059649
ENST00000357332;ASNA1;19;12737492;12748323
ENST00000357519;FIBP;11;65883921;65888539
ENST00000357765;UNC50;2;98608579;98618515
ENST00000357790;RPLP1;15;69452814;69455547
ENST00000357849;COPS5;8;67043079;67062317
ENST00000357997;ANKLE2;12;132725503;132761888
ENST00000358007;DDX47;12;12813346;12829981
ENST00000358015;RAD23B;9;107283279;107332194
ENST00000358075;MAGT1;X;77826364;77895593
ENST00000358227;DMAC1;9;7796490;7800067
ENST00000358337;WDR55;5;140664676;140672345
ENST00000358344;HNRNPAB;5;178204507;178211163
ENST00000358372;WTAP;6;159725585;159756319
ENST00000358402;MAX;14;65075124;65102504
ENST00000358406;GSTK1;7;143263443;143269129
ENST00000358435;TOMM7;7;22812632;22822851
ENST00000358595;ARNT;1;150809705;150876768
ENST00000358666;UBL5;19;9827892;9830115
ENST00000358689;ENTPD4;8;23429152;23457695
ENST00000358704;ZBTB18;1;244051283;244057476
ENST00000358746;TTC37;5;95463895;95555007
ENST00000358901;VCP;9;35056064;35073249
ENST00000358935;MARCH5;10;92291163;92353964
ENST00000359139;PPP6R2;22;50343304;50445090
ENST00000359285;SH2B1;16;28863805;28874205
ENST00000359653;ZRANB1;10;124942123;124988189
ENST00000359866;DDA1;19;17309531;17323301
ENST00000359957;BRMS1;11;66337339;66345125
ENST00000359995;SRSF2;17;76734119;76737374
ENST00000360001;SDF4;1;1216908;1232001
ENST00000360003;MCMBP;10;119829404;119872754
ENST00000360115;MACF1;1;39453837;39486987
ENST00000360244;APH1A;1;150265406;150269303
ENST00000360270;MSN;X;65667670;65741931
ENST00000360359;ANKS1A;6;34889265;35091413
ENST00000360370;SLC41A3;3;126006355;126084109
ENST00000360403;EIF2B3;1;44850778;44986610
ENST00000360458;MORF4L2;X;103675496;103688064
ENST00000360472;PEA15;1;160205337;160215376
ENST00000360507;CNPPD1;2;219171897;219176966
ENST00000360541;ETF1;5;138506099;138543300
ENST00000360565;SCAF1;19;49642125;49658642
ENST00000360579;VPS29;12;110491523;110502099
ENST00000360820;SCYL2;12;100267384;100341724
ENST00000360830;RPS24;10;78033863;78040697
ENST00000360840;MRPL37;1;54200167;54218383
ENST00000360864;DNAJC5;20;63895182;63936031
ENST00000360876;EIF3B;7;2354866;2380743
ENST00000360943;UBE2Z;17;48908369;48929056
ENST00000361204;SREBF2;22;41833105;41907308
ENST00000361217;DENND4B;1;153929501;153946696
ENST00000361246;CDC42BPB;14;102932379;103057462
ENST00000361256;SPOUT1;9;128819651;128829821
ENST00000361264;DCAF12;9;34086387;34126773
ENST00000361272;CNOT7;8;17224964;17246878
ENST00000361288;TAF11;6;34877778;34888089
ENST00000361337;TOP1;20;41028818;41124487
ENST00000361351;UBL7;15;74445977;74461182
ENST00000361357;MAP3K3;17;63622442;63696303
ENST00000361368;SMURF1;7;99027438;99144019
ENST00000361383;CTNNBL1;20;37694006;37872129
ENST00000361427;HMGN2;1;26472519;26475972
ENST00000361439;NSMCE1;16;27224991;27268794
ENST00000361479;MPHOSPH8;13;19633681;19673459
ENST00000361531;MRPL24;1;156737303;156741088
ENST00000361564;OSTC;4;108650584;108667820
ENST00000361565;IPO9;1;201829141;201884294
ENST00000361574;R3HDM4;19;896503;913231
ENST00000361575;RPL39;X;119786506;119791643
ENST00000361587;HIPK1;1;113963440;113977804
ENST00000361605;C1orf174;1;3889125;3900285
ENST00000361611;PSMB5;14;23025851;23035145
ENST00000361731;SFT2D1;6;166319728;166342591
ENST00000361785;RNF13;3;149872073;149962126
ENST00000361786;CIPC;14;77098097;77117287
ENST00000361804;SMC3;10;110567691;110604636
ENST00000361891;ILF2;1;153662036;153671048
ENST00000361906;TMEM184B;22;38219291;38273034
ENST00000361937;INO80;15;40978880;41116354
ENST00000361983;KIF1BP;10;68988721;69016982
ENST00000362003;PCGF3;4;705765;770640
ENST00000362034;MRPL21;11;68891276;68903820
ENST00000362091;FBH1;10;5890231;5937593
ENST00000366535;ADSS;1;244408494;244452134
ENST00000366607;TOMM20;1;235109336;235128936
ENST00000366615;COA6;1;234373456;234384049
ENST00000366639;TSNAX;1;231528653;231566524
ENST00000366647;GNPAT;1;231241210;231277973
ENST00000366690;RAB4A;1;229271132;229305894
ENST00000366780;PHF10;6;169703905;169723931
ENST00000366794;PARP1;1;226360691;226408073
ENST00000366812;ACBD3;1;226144679;226186730
ENST00000366815;H3F3A;1;226062678;226071999
ENST00000366862;FBXO28;1;224114087;224162047
ENST00000366923;EPRS;1;219968601;220046658
ENST00000366988;NENF;1;212432887;212446379
ENST00000366997;LPGAT1;1;211743457;211830772
ENST00000367034;MRPL18;6;159790466;159798436
ENST00000367089;DYNLT1;6;158636474;158644739
ENST00000367103;MAPKAPK2;1;206685037;206734283
ENST00000367142;NUCKS1;1;205712819;205750276
ENST00000367188;PPP1R15B;1;204403387;204411791
ENST00000367210;ZC3H11A;1;203795660;203854121
ENST00000367242;TMEM183A;1;203007386;203024848
ENST00000367249;CYB5R1;1;202961869;202967280
ENST00000367287;TIMM17A;1;201955491;201970661
ENST00000367334;TMEM9;1;201134772;201154494
ENST00000367380;PCMT1;6;149749695;149811420
ENST00000367419;GINM1;6;149566294;149591748
ENST00000367439;GLRX2;1;193096468;193105431
ENST00000367478;TPR;1;186311652;186375325
ENST00000367569;SF3B5;6;144094881;144095573
ENST00000367576;LTV1;6;143843344;143863812
ENST00000367595;ACBD6;1;180288230;180502954
ENST00000367627;TOR3A;1;179081377;179095996
ENST00000367739;IFNGR1;6;137197484;137219449
ENST00000367846;MPC2;1;167916729;167936040
ENST00000367889;MGST3;1;165630861;165655620
ENST00000367942;ATF6;1;161766294;161964070
ENST00000368003;UFC1;1;161153752;161158856
ENST00000368010;PFDN2;1;161100556;161118111
ENST00000368211;MRPL24;1;156737305;156741131
ENST00000368232;GPATCH4;1;156594487;156601483
ENST00000368235;NAXE;1;156591762;156594299
ENST00000368277;PMF1;1;156213007;156240042
ENST00000368305;LAMTOR2;1;156054752;156058510
ENST00000368309;UBQLN4;1;156035301;156053794
ENST00000368321;KHDC4;1;155913043;155934397
ENST00000368336;DAP3;1;155689058;155739010
ENST00000368346;ASH1L;1;155335268;155562693
ENST00000368400;DPM3;1;155139891;155140544
ENST00000368467;PMVK;1;154924734;154936991
ENST00000368494;NUS1;6;117675502;117710640
ENST00000368521;C1orf43;1;154206706;154220606
ENST00000368567;RPS27;1;153990755;153992155
ENST00000368575;RAB13;1;153981651;153986352
ENST00000368608;TSPYL1;6;116276578;116279903
ENST00000368655;GATAD2B;1;153804725;153922975
ENST00000368685;SNAPIN;1;153658654;153661830
ENST00000368694;CHTOP;1;153634049;153646306
ENST00000368719;S100A6;1;153534599;153536222
ENST00000368830;MRPL9;1;151759643;151763564
ENST00000368858;BUB3;10;123154415;123165365
ENST00000368884;PSMD4;1;151254703;151267479
ENST00000368886;IKZF5;10;122990806;123008817
ENST00000369023;NSMCE4A;10;121957088;121975217
ENST00000369043;ATE1;10;121740424;121928036
ENST00000369109;APH1A;1;150265404;150268999
ENST00000369110;PREP;6;105277565;105403084
ENST00000369144;EIF3A;10;119033670;119080804
ENST00000369151;CACUL1;10;118676411;118755246
ENST00000369248;FAM160B1;10;114821744;114864717
ENST00000369278;UFL1;6;96521808;96555276
ENST00000369307;RBM8A;1;145925642;145927460
ENST00000369314;POLR3GL;1;145964703;145978848
ENST00000369405;ZDHHC6;10;112430300;112446914
ENST00000369536;RARS2;6;87514378;87590003
ENST00000369541;BCAS2;1;114567557;114581639
ENST00000369550;DKC1;X;154762756;154777689
ENST00000369552;SLC35A1;6;87472977;87512336
ENST00000369660;UBL4A;X;154483717;154486670
ENST00000369713;GSTO1;10;104254735;104267457
ENST00000369762;ATP6AP1;X;154428632;154436516
ENST00000369799;AHCYL1;1;109984686;110023735
ENST00000369842;EMD;X;154379197;154381523
ENST00000369905;ACTR1A;10;102479229;102502711
ENST00000369937;CUEDC2;10;102423245;102432661
ENST00000369983;GBF1;10;102245532;102382899
ENST00000370008;STXBP3;1;108746688;108809526
ENST00000370025;PRPF38B;1;108692323;108701803
ENST00000370086;SSR4;X;153794639;153798505
ENST00000370152;MFSD14A;1;100038097;100083377
ENST00000370179;PPDPF;20;63520724;63522206
ENST00000370223;LZTS2;10;100997072;101007836
ENST00000370321;RPL5;1;92832040;92841924
ENST00000370339;YTHDF1;20;63195429;63216234
ENST00000370372;BLOC1S2;10;100274695;100286712
ENST00000370455;SMAP1;6;70667776;70862015
ENST00000370476;CUTC;10;99732220;99756134
ENST00000370483;COX15;10;99711844;99732100
ENST00000370487;MRGBP;20;62796453;62801738
ENST00000370495;SLC25A28;10;99610522;99620364
ENST00000370500;GTF2B;1;88852932;88891618
ENST00000370509;CREG1;1;167541013;167553767
ENST00000370554;SELENOF;1;86862725;86914134
ENST00000370558;SH3GLB1;1;86704576;86748184
ENST00000370631;PI4K2A;10;97640686;97676434
ENST00000370651;AL135905.2;6;63572012;63583587
ENST00000370654;RPF1;1;84479267;84497790
ENST00000370768;FUBP1;1;77948405;77979086
ENST00000370775;RTL8A;X;135050932;135052175
ENST00000370873;PSMA7;20;62136735;62143430
ENST00000370920;ZRANB2;1;71063291;71081297
ENST00000370994;SERBP1;1;67407810;67430415
ENST00000370995;SERBP1;1;67411038;67430386
ENST00000371065;LEPROT;1;65420587;65436007
ENST00000371142;TM9SF3;10;96518109;96587052
ENST00000371217;TCTN3;10;95663401;95693923
ENST00000371317;MCTS1;X;120603980;120612479
ENST00000371322;CUL4B;X;120524609;120560700
ENST00000371335;LAMP2;X;120436494;120469306
ENST00000371437;NDUFA1;X;119871487;119876662
ENST00000371442;RNF113A;X;119870475;119871827
ENST00000371443;MRPL41;9;137551199;137552555
ENST00000371470;MAGOH;1;53226892;53238610
ENST00000371477;CDC5L;6;44387525;44450426
ENST00000371558;UBE2A;X;119574467;119584425
ENST00000371579;DPP7;9;137110542;137114718
ENST00000371588;DPM1;20;50934867;50958550
ENST00000371621;PTPN1;20;50510354;50585241
ENST00000371626;TXNDC12;1;52020131;52056171
ENST00000371627;TNKS2;10;91798312;91865276
ENST00000371646;HSP90AB1;6;44247087;44253886
ENST00000371649;EDF1;9;136862119;136866285
ENST00000371674;UBE2V1;20;50081124;50113173
ENST00000371711;B4GALT5;20;49632945;49713878
ENST00000371717;PMPCA;9;136410570;136423761
ENST00000371738;DNLZ;9;136361900;136363789
ENST00000371756;UBAC1;9;135932969;135961380
ENST00000371764;DDX27;20;49219347;49244077
ENST00000371828;STAU1;20;49113341;49188367
ENST00000371835;BRD4;19;15247047;15280451
ENST00000371873;CMPK1;1;47333797;47378839
ENST00000371917;ARFGEF2;20;48921890;49036693
ENST00000371933;EFCAB14;1;46675159;46719064
ENST00000371942;REXO4;9;133406062;133418044
ENST00000371953;PTEN;10;87863113;87971930
ENST00000371964;SURF2;9;133356552;133361169
ENST00000371974;SURF1;9;133351755;133356485
ENST00000371984;POMGNT1;1;46188683;46198443
ENST00000371989;SURF4;9;133361449;133376099
ENST00000372014;MRPL14;6;44113454;44127457
ENST00000372133;MRPS18A;6;43671303;43687791
ENST00000372134;GHITM;10;84139440;84153245
ENST00000372171;MAD2L1BP;6;43635819;43640952
ENST00000372257;ERI3;1;44221070;44355208
ENST00000372343;IPO13;1;43946939;43968022
ENST00000372409;PCIF1;20;45934628;45948023
ENST00000372422;YIPF3;6;43511827;43516990
ENST00000372435;PRPS1;X;107628428;107651026
ENST00000372447;C9orf78;9;129827290;129835275
ENST00000372458;ELOVL1;1;43363397;43368018
ENST00000372483;NTMT1;9;129626173;129635930
ENST00000372521;SVBP;1;42807056;42817252
ENST00000372622;DNTTIP1;20;45791937;45811427
ENST00000372759;ZMPSTE24;1;40258107;40294184
ENST00000372833;CHCHD1;10;73782063;73783652
ENST00000372853;URM1;9;128371319;128392016
ENST00000372858;PABPC4;1;39560816;39576401
ENST00000372945;MRPS16;10;73248843;73252693
ENST00000372950;DNAJC9;10;73242824;73248862
ENST00000372994;C9orf16;9;128160260;128163928
ENST00000373001;RRAGC;1;38838198;38859823
ENST00000373019;SF3A3;1;37956975;37990921
ENST00000373062;GNL2;1;37566816;37595921
ENST00000373166;TRAPPC3;1;36136572;36149469
ENST00000373212;SH3BGRL;X;81201943;81298547
ENST00000373218;EIF4EBP2;10;70404379;70428618
ENST00000373232;PPA1;10;70202830;70233427
ENST00000373237;PSMB2;1;35601584;35641844
ENST00000373241;SAR1A;10;70150204;70170523
ENST00000373335;COX7B;X;77899440;77905385
ENST00000373358;PBDC1;X;76172936;76178204
ENST00000373365;GLO1;6;38675925;38703141
ENST00000373449;AK2;1;33007984;33036870
ENST00000373451;CMTR1;6;37433220;37481506
ENST00000373477;YARS;1;32775239;32818153
ENST00000373491;TBC1D22B;6;37257772;37332970
ENST00000373537;BLCAP;20;37517417;37527931
ENST00000373547;PPP6C;9;125146573;125189818
ENST00000373585;DDX50;10;68901278;68946847
ENST00000373586;EIF3I;1;32222370;32231604
ENST00000373616;MTCH1;6;36968141;36986298
ENST00000373625;KPNA6;1;32108038;32176568
ENST00000373627;MTCH1;6;36968141;36986298
ENST00000373647;RABGAP1;9;122941009;123104866
ENST00000373669;PIN4;X;72181679;72198344
ENST00000373670;RC3H2;9;122844556;122898110
ENST00000373703;PEF1;1;31629862;31644887
ENST00000373715;SRSF3;6;36594368;36605600
ENST00000373719;OGT;X;71533083;71575897
ENST00000373731;KCTD20;6;36442767;36491143
ENST00000373768;NDUFA8;9;122144058;122159819
ENST00000373783;ADO;10;62804857;62808483
ENST00000373795;SRSF4;1;29147743;29181987
ENST00000373840;RAB14;9;121178137;121201869
ENST00000373912;RPA2;1;27891524;27914743
ENST00000373943;STX12;1;27773183;27824452
ENST00000374050;ATP6V1G1;9;114587746;114598373
ENST00000374077;ROMO1;20;35699353;35700984
ENST00000374135;GPN2;1;26876133;26890297
ENST00000374169;POLE3;9;113407235;113410382
ENST00000374206;CDC26;9;113267008;113275589
ENST00000374231;UQCC2;6;33695349;33711684
ENST00000374266;ZNF593;1;26169871;26170873
ENST00000374274;SNX12;X;71059246;71068423
ENST00000374293;GNG10;9;111661335;111670246
ENST00000374303;MTFR1L;1;25819906;25832941
ENST00000374358;TMEM50A;1;25337917;25362361
ENST00000374433;ZNF32;10;43643859;43648856
ENST00000374466;CSGALNACT2;10;43138486;43185308
ENST00000374516;PHF1;6;33410961;33416453
ENST00000374518;BMS1;10;42782801;42834937
ENST00000374550;RPL11;1;23691742;23696417
ENST00000374586;TMEM245;9;109015152;109119945
ENST00000374617;WDR46;6;33279108;33289527
ENST00000374656;RING1;6;33208495;33212722
ENST00000374680;RXRB;6;33193588;33200688
ENST00000374759;SLC38A10;17;81245000;81295305
ENST00000374864;ITCH;20;34363235;34511393
ENST00000374980;EIF2S2;20;34088298;34112332
ENST00000375050;PBX2;6;32184741;32190186
ENST00000375058;MAGED2;X;54808371;54816007
ENST00000375107;AGPAT1;6;32168212;32176122
ENST00000375147;NCBP1;9;97633626;97673748
ENST00000375151;TSR2;X;54440401;54445487
ENST00000375203;ATF6B;6;32115264;32128240
ENST00000375249;HABP4;9;96450205;96491336
ENST00000375344;MFSD14B;9;94374551;94461042
ENST00000375370;TFDP1;13;113584741;113641470
ENST00000375436;RCC2;1;17406760;17439724
ENST00000375446;NINJ1;9;93121489;93134288
ENST00000375499;SDHB;1;17018722;17054170
ENST00000375549;SDHD;11;112086773;112095794
ENST00000375571;MAPRE1;20;32819893;32850405
ENST00000375592;FBXO42;1;16246839;16352454
ENST00000375631;NEU1;6;31859052;31862906
ENST00000375661;LSM2;6;31797396;31806984
ENST00000375663;VARS;6;31777518;31795953
ENST00000375664;WAC;10;28532493;28623112
ENST00000375743;ZBTB17;1;15941869;15976126
ENST00000375749;POFUT1;20;32207880;32238667
ENST00000375759;SPEN;1;15847864;15940460
ENST00000375882;CSNK2B;6;31666064;31670070
ENST00000375911;C6orf47;6;31658298;31660772
ENST00000375991;ISCA1;9;86264546;86282529
ENST00000376016;YME1L1;10;27110454;27154392
ENST00000376052;TPP2;13;102597023;102679958
ENST00000376227;CCDC22;X;49235467;49250526
ENST00000376228;HLA-C;6;31268749;31272086
ENST00000376395;UBQLN1;9;83659963;83708203
ENST00000376488;OTUD5;X;48922212;48957599
ENST00000376511;PPP1R10;6;30600400;30617244
ENST00000376547;STK24;13;98452159;98521998
ENST00000376572;KIAA2013;1;11919591;11926423
ENST00000376582;TIMM17B;X;48893447;48898143
ENST00000376630;HLA-E;6;30489467;30494205
ENST00000376663;BMI1;10;22321211;22331484
ENST00000376692;MAD2L2;1;11674481;11681214
ENST00000376729;WDR13;X;48597478;48608867
ENST00000376741;SP2;17;47896150;47928957
ENST00000376772;PPP1R11;6;30067088;30070333
ENST00000376809;HLA-A;6;29942470;29945884
ENST00000376817;RACK1;5;181236937;181243903
ENST00000376838;MTOR;1;11106535;11131558
ENST00000376901;YIF1A;11;66284580;66289170
ENST00000376936;EXOSC10;1;11066618;11099881
ENST00000376957;SRM;1;11054589;11060024
ENST00000376980;DNAJC1;10;21756537;22003725
ENST00000377045;ARAF;X;47561117;47571900
ENST00000377390;SF1;11;64764606;64778730
ENST00000377452;DTD1;20;18587893;18763917
ENST00000377453;CLN5;13;76992084;77002506
ENST00000377464;RERE;1;8352406;8525939
ENST00000377575;HMGN4;6;26538405;26546254
ENST00000377577;DNAJC11;1;6634168;6701924
ENST00000377648;PHF13;1;6613685;6624033
ENST00000377798;POLR1E;9;37485935;37503697
ENST00000377811;NDUFB11;X;47142216;47145504
ENST00000378060;VPS36;13;52412602;52450622
ENST00000378078;RGP1;9;35749287;35758575
ENST00000378088;GBA2;9;35736867;35738635
ENST00000378103;GBA2;9;35736866;35749228
ENST00000378119;C6orf62;6;24704861;24720836
ENST00000378251;LRRC47;1;3778558;3796504
ENST00000378344;TPRG1L;1;3625002;3630127
ENST00000378364;APRT;16;88809339;88811944
ENST00000378372;HSPA14;10;14838164;14871741
ENST00000378438;ATP6AP2;X;40580958;40606619
ENST00000378565;ITM2B;13;48233158;48270357
ENST00000378572;PRPF18;10;13586927;13630868
ENST00000378578;DYNLT3;X;37838836;37847637
ENST00000378609;GNB1;1;1785286;1891056
ENST00000378667;UQCRQ;5;132866630;132867687
ENST00000378670;UQCRQ;5;132866560;132868031
ENST00000378720;ESD;13;46771256;46797232
ENST00000378750;PEX16;11;45910174;45918055
ENST00000378852;API5;11;43312003;43344529
ENST00000378887;SDHAF1;19;35995199;35996315
ENST00000378891;DVL1;1;1335276;1349112
ENST00000378954;ATL2;2;38294880;38377262
ENST00000379056;TPT1;13;45336873;45341212
ENST00000379095;NGRN;15;90265705;90278141
ENST00000379378;E2F4;16;67192169;67198918
ENST00000379487;WBP4;13;41061274;41084006
ENST00000379542;TMEM14B;6;10747759;10756981
ENST00000379607;EIF1AX;X;20124518;20141844
ENST00000379638;REEP5;5;112876379;112922539
ENST00000379666;MRPL33;2;27771717;27779734
ENST00000379704;BAG1;9;33255026;33264571
ENST00000379719;IPO7;11;9384622;9448126
ENST00000379751;CENPB;20;3783851;3786690
ENST00000379804;PDHA1;X;19355582;19359844
ENST00000379847;NDUFB6;9;32552999;32573162
ENST00000379852;NRBP1;2;27428640;27442255
ENST00000379888;RBM17;10;6088987;6116880
ENST00000380155;SYAP1;X;16719632;16765336
ENST00000380191;GDI2;10;5765223;5813549
ENST00000380325;MRPS26;20;3045945;3048254
ENST00000380377;TBCA;5;77691166;77776361
ENST00000380394;RPS6;9;19375715;19380254
ENST00000380412;ZNF768;16;30524001;30526589
ENST00000380445;VPS16;20;2840703;2866732
ENST00000380516;SLTM;15;58879045;58933653
ENST00000380527;RRAGA;9;19049395;19050983
ENST00000380542;NAP1L4;11;2944437;2992377
ENST00000380629;BNIP3L;8;26382898;26413129
ENST00000380649;HADHA;2;26190635;26244726
ENST00000380680;UBL3;13;29764371;29850684
ENST00000380764;WRNIP1;6;2768773;2785745
ENST00000380817;SBF1;22;50445000;50475024
ENST00000380843;IDH3B;20;2658395;2664219
ENST00000381140;GTF3A;13;27424544;27435688
ENST00000381192;CD99;X;2691133;2741309
ENST00000381249;RDH14;2;18554723;18560680
ENST00000381334;TMEM165;4;55395957;55426172
ENST00000381342;SNRPB;20;2461634;2470853
ENST00000381401;SLC25A6;X;1386152;1392724
ENST00000381519;MRPL23;11;1947278;1956609
ENST00000381679;SON;21;33543065;33559056
ENST00000381692;SON;21;33543052;33577481
ENST00000381736;NUP58;13;25301524;25342416
ENST00000381809;AK3;9;4711155;4741318
ENST00000381854;CDC37L1;9;4679566;4708398
ENST00000382384;WIPI2;7;5190273;5231470
ENST00000382409;DEAF1;11;644233;695532
ENST00000382533;SAP18;13;21140514;21149082
ENST00000382581;MRFAP1;4;6640691;6642745
ENST00000382762;BET1L;11;202926;207428
ENST00000382952;CTBP1;4;1211448;1249112
ENST00000383432;RALBP1;18;9475670;9538116
ENST00000383463;HMCES;3;129278840;129306186
ENST00000389120;RNF20;9;101533851;101563344
ENST00000389501;SMYD5;2;73214222;73227237
ENST00000389629;RTF1;15;41417104;41483563
ENST00000389682;TSN;2;121755533;121767853
ENST00000389704;EXOSC8;13;37000541;37009401
ENST00000389834;TMEM87A;15;42210532;42273663
ENST00000389879;CCNK;14;99481409;99512440
ENST00000390015;GAA;17;80101594;80119877
ENST00000390658;EID2;19;39538705;39540333
ENST00000391753;RPS9;19;54201133;54207647
ENST00000391851;PRMT1;19;49677152;49688447
ENST00000391857;RPL13A;19;49487554;49492308
ENST00000391975;HDLBP;2;241227264;241272886
ENST00000392038;AKT2;19;40230317;40285395
ENST00000392081;SIRT2;19;38878557;38899862
ENST00000392086;DNAJB2;2;219279344;219286898
ENST00000392132;XRCC5;2;216109297;216206291
ENST00000392185;SNX9;6;157823264;157945077
ENST00000392221;EEF1B2;2;206159594;206162927
ENST00000392246;SUMO1;2;202206180;202238608
ENST00000392325;WDR45B;17;82614562;82648535
ENST00000392455;CCDC50;3;191329077;191398670
ENST00000392514;RPLP0;12;120196686;120201211
ENST00000392910;ZYX;7;143381907;143391109
ENST00000393000;RNF7;3;141738297;141745702
ENST00000393038;PTRH2;17;59697306;59707598
ENST00000393085;MTPN;7;135926761;135977316
ENST00000393094;CUL5;11;108008733;108107776
ENST00000393227;LUC7L3;17;50719599;50751617
ENST00000393263;NAP1L1;12;76047155;76084666
ENST00000393381;HPF1;4;169729465;169757953
ENST00000393399;PRCP;11;82824368;82900430
ENST00000393593;IRF2;4;184387713;184474580
ENST00000393600;FAM50A;X;154444126;154450654
ENST00000393623;KEAP1;19;10486126;10502896
ENST00000393784;ERGIC1;5;172834275;172952685
ENST00000393891;NACA;12;56712435;56725267
ENST00000393924;GNB2;7;100676138;100679174
ENST00000394048;ESYT1;12;56128056;56144671
ENST00000394077;RPL24;3;101681092;101686782
ENST00000394123;G3BP1;5;151771910;151812785
ENST00000394186;ATP5MF;7;99458309;99466161
ENST00000394196;CHD2;15;92900320;93028005
ENST00000394231;MIEN1;17;39729156;39730787
ENST00000394264;FAM122A;9;68780034;68784608
ENST00000394332;RPL23;17;38847865;38853722
ENST00000394434;LARS;5;146113038;146182660
ENST00000394440;CCT4;2;61868089;61888804
ENST00000394456;GTF2F1;19;6379569;6393460
ENST00000394580;RPL36;19;5690316;5691667
ENST00000394667;RPL34;4;108620566;108625255
ENST00000394803;UBE2D3;4;102795976;102828159
ENST00000394867;MAP2K2;19;4090333;4124117
ENST00000394886;CDC23;5;138187648;138213343
ENST00000394908;FLOT2;17;28879335;28897679
ENST00000394920;RPL8;8;144789769;144792389
ENST00000394935;RPL23A;17;28720264;28723933
ENST00000394936;PSAP;10;71816298;71851375
ENST00000394975;VKORC1;16;31090842;31094957
ENST00000395044;VDAC1;5;133971915;134004742
ENST00000395068;GRINA;8;143990100;143993415
ENST00000395290;CELF1;11;47465944;47489024
ENST00000395422;CHCHD2;7;56101569;56106576
ENST00000395443;QRICH1;3;49029707;49094363
ENST00000395468;MAPK1IP1L;14;55051631;55070192
ENST00000395633;ATP5F1D;19;1241746;1244825
ENST00000395699;PURB;7;44876293;44885361
ENST00000395719;G3BP2;4;75642782;75673114
ENST00000395785;EBAG9;8;109539711;109565160
ENST00000395811;MPRIP;17;17042760;17192648
ENST00000395850;CD59;11;33709996;33736422
ENST00000396014;METTL9;16;21599558;21656119
ENST00000396049;MOB1A;2;74152528;74178868
ENST00000396070;RPL30;8;98041721;98045544
